0.010000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.020000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.030000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.040000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.050000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.060000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.070000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.080000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.090000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.100000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.110000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.120000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.130000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.140000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.150000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.160000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.170000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.180000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.190000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.200000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.210000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.220000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.230000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.240000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.250000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.260000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.270000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.280000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.290000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.300000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.310000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.320000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.330000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.340000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.350000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.360000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.370000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.380000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.390000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.400000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.410000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.420000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.430000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.440000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.450000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.460000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.470000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.480000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.490000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.500000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.510000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.520000,-2.000000,1.000000,1.000000,0.000000,0.000000
0.530000,-2.000000,1.000000,0.999999,0.000000,0.000000
0.540000,-2.000000,1.000000,0.999999,0.000000,0.000000
0.550000,-2.000000,1.000000,0.999999,0.000000,0.000000
0.560000,-2.000000,1.000000,0.999999,0.000000,0.000000
0.570000,-2.000000,1.000000,0.999998,0.000000,0.000000
0.580000,-2.000000,1.000000,0.999998,0.000000,0.000000
0.590000,-2.000000,1.000000,0.999997,0.000000,0.000000
0.600000,-1.999974,0.999993,0.999997,0.000001,0.000000
0.610000,-2.000000,1.000000,0.999996,0.000000,0.000000
0.620000,-1.999963,0.999991,0.999995,0.000002,0.000000
0.630000,-1.999895,0.999974,0.999994,0.000005,0.000000
0.640000,-1.999960,0.999990,0.999992,0.000002,0.000000
0.650000,-2.000000,1.000000,0.999991,0.000000,0.000000
0.660000,-1.999877,0.999969,0.999989,0.000006,0.000000
0.670000,-1.999962,0.999990,0.999987,0.000002,0.000000
0.680000,-2.000000,1.000000,0.999984,0.000000,0.000000
0.690000,-1.999829,0.999957,0.999981,0.000007,0.000000
0.700000,-1.999841,0.999960,0.999978,0.000006,0.000000
0.710000,-1.999878,0.999970,0.999974,0.000005,0.000000
0.720000,-1.999808,0.999952,0.999970,0.000007,0.000000
0.730000,-1.999922,0.999980,0.999965,0.000003,0.000000
0.740000,-1.999707,0.999927,0.999959,0.000011,0.000000
0.750000,-1.999872,0.999968,0.999952,0.000005,0.000000
0.760000,-1.999809,0.999952,0.999945,0.000007,0.000000
0.770000,-1.999715,0.999929,0.999937,0.000009,0.000000
0.780000,-1.999764,0.999941,0.999928,0.000008,0.000000
0.790000,-1.999813,0.999953,0.999918,0.000006,0.000000
0.800000,-1.999718,0.999930,0.999907,0.000009,0.000000
0.810000,-1.999676,0.999919,0.999894,0.000010,0.000000
0.820000,-1.999578,0.999894,0.999880,0.000012,0.000001
0.830000,-1.999392,0.999848,0.999865,0.000018,0.000001
0.840000,-1.998941,0.999722,0.999849,0.000031,0.000002
0.850000,-1.999167,0.999789,0.999830,0.000023,0.000001
0.860000,-1.998850,0.999712,0.999810,0.000031,0.000002
0.870000,-1.999300,0.999824,0.999788,0.000020,0.000001
0.880000,-1.998939,0.999723,0.999765,0.000028,0.000002
0.890000,-1.998994,0.999741,0.999739,0.000025,0.000002
0.900000,-1.998754,0.999687,0.999711,0.000033,0.000002
0.910000,-1.998490,0.999619,0.999680,0.000039,0.000002
0.920000,-1.998369,0.999587,0.999647,0.000039,0.000002
0.930000,-1.998504,0.999620,0.999611,0.000036,0.000002
0.940000,-1.998405,0.999601,0.999573,0.000034,0.000002
0.950000,-1.997901,0.999466,0.999532,0.000045,0.000003
0.960000,-1.997958,0.999485,0.999487,0.000045,0.000003
0.970000,-1.998166,0.999540,0.999440,0.000038,0.000002
0.980000,-1.997973,0.999491,0.999389,0.000041,0.000003
0.990000,-1.997092,0.999251,0.999334,0.000063,0.000004
1.000000,-1.996933,0.999218,0.999276,0.000064,0.000004
1.010000,-1.997454,0.999357,0.999214,0.000052,0.000003
1.020000,-1.995421,0.998834,0.999147,0.000084,0.000006
1.030000,-1.996860,0.999204,0.999077,0.000063,0.000004
1.040000,-1.995789,0.998937,0.999002,0.000073,0.000005
1.050000,-1.995010,0.998720,0.998922,0.000098,0.000007
1.060000,-1.996094,0.998996,0.998837,0.000070,0.000005
1.070000,-1.994991,0.998725,0.998748,0.000089,0.000006
1.080000,-1.994293,0.998554,0.998653,0.000102,0.000007
1.090000,-1.993294,0.998272,0.998553,0.000120,0.000009
1.100000,-1.994102,0.998482,0.998447,0.000096,0.000007
1.110000,-1.994761,0.998663,0.998335,0.000084,0.000006
1.120000,-1.992701,0.998105,0.998217,0.000120,0.000009
1.130000,-1.992133,0.997973,0.998093,0.000120,0.000010
1.140000,-1.991912,0.997907,0.997962,0.000131,0.000010
1.150000,-1.992096,0.997966,0.997824,0.000128,0.000010
1.160000,-1.991182,0.997715,0.997680,0.000121,0.000010
1.170000,-1.991131,0.997693,0.997528,0.000155,0.000013
1.180000,-1.988607,0.997034,0.997368,0.000161,0.000013
1.190000,-1.990145,0.997413,0.997201,0.000142,0.000012
1.200000,-1.989458,0.997264,0.997026,0.000159,0.000014
1.210000,-1.987247,0.996662,0.996842,0.000188,0.000017
1.220000,-1.987316,0.996602,0.996650,0.000183,0.000018
1.230000,-1.987227,0.996673,0.996449,0.000170,0.000016
